n = 21;


p =
  [
    [0   9   91  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  ]
    [0   14  0   1   0   0   0   0   0   0   0   0   0   85  0   0   0   0   0   0   0  ]
    [0   0   50  0   31  0   0   0   0   19  0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   30  0   0   0   0   3   0   0   67  0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   89  0   11  0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   10  0   0   0   0   0   0   0   0   0   0   0   0   0   90  0  ]
    [0   95  0   0   0   0   0   0   5   0   0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   12  0   22  0   41  0   0   0   0   0   8   0   0   0   0   0   0   17  0  ]
    [0   0   0   0   0   0   0   0   0   0   18  44  38  0   0   0   0   0   0   0   0  ]
    [0   0   14  0   0   0   67  0   0   0   0   0   14  0   0   5   0   0   0   0   0  ]
    [0   0   0   0   0   0   45  0   0   0   0   0   0   0   0   0   0   55  0   0   0  ]
    [0   6   0   45  24  0   0   0   0   0   0   0   0   0   0   19  0   0   0   6   0  ]
    [0   83  1   0   0   0   0   0   0   16  0   0   0   0   0   0   0   0   0   0   0  ]
    [0   73  0   0   0   0   0   0   0   0   0   21  6   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   32  0   68  0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   46  0   0   0   0   54 ]
    [0   0   0   0   0   0   0   0   40  0   13  0   45  0   0   0   0   0   0   0   2  ]
    [0   0   0   0   0   0   0   0   0   45  0   0   0   0   0   0   0   0   0   0   55 ]
    [0   0   0   0   0   0   0   0   0   0   83  17  0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   67  0   0   0   0   0   0   0   0   0   0   0   33  0   0  ]
    [0   0   0   0   0   0   0   0   78  22  0   0   0   0   0   0   0   0   0   0   0  ]
  ];
