n = 27;


p =
  [
    [0   0   0   0   7   0   0   63  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   30  0   0   0  ]
    [0   0   0   36  0   0   0   0   50  0   0   0   0   0   0   0   14  0   0   0   0   0   0   0   0   0   0  ]
    [0   0   61  0   0   0   0   29  0   0   0   0   0   10  0   0   0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   1   0   0   0   0   11  0   12  0   0   0   0   0   0   0   0   0   0   0   42  0   0   34 ]
    [92  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   8   0   0   0   0  ]
    [53  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   47 ]
    [0   0   0   0   0   0   0   0   0   50  0   0   22  0   0   0   0   0   28  0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   53  0   0   0   0   0   0   0   0   47  0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   46  54  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   8   0   0   0   0   0   0   0   0   0   0   0   3   0   0   0   0   0   0   89  0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   30  0   0   0   0   70  0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   0   33  0   0   64 ]
    [0   0   89  0   0   0   0   0   0   0   1   0   0   0   0   10  0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   46  0   0   0   0   0   0   6   0   0   0   0   6   0   0   42  0  ]
    [16  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   35  49  0   0  ]
    [57  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   43  0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   50  0   0   50  0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   38  0   0   0   0   0   0   0   0   0   0   0   62  0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   30  0   0   0   0   42  0   0   0   0   0   8   20  0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   72  28  0   0   0   0   0   0   0   0  ]
    [38  0   0   0   0   0   0   0   0   0   16  0   0   0   46  0   0   0   0   0   0   0   0   0   0   0   0  ]
    [0   0   0   0   5   10  0   0   0   0   0   30  0   0   0   0   0   0   0   0   0   0   0   0   0   0   55 ]
    [0   0   8   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   92  0   0   0   0   0   0   0  ]
    [0   0   0   0   0   0   0   0   5   0   0   8   0   0   0   0   0   0   0   0   0   0   72  0   0   15  0  ]
    [0   70  0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   30  0   0   0  ]
    [0   0   0   0   0   0   0   0   0   0   0   0   0   0   28  0   0   0   0   0   72  0   0   0   0   0   0  ]
    [0   0   0   0   7   0   0   0   0   0   50  0   0   0   0   0   0   43  0   0   0   0   0   0   0   0   0  ]
  ];
